,A,B,K,d,r,s,D,j,j_deg,gmm
3222,714069330602699167632655710556069872*theta_K - 124205243019146870220452481570530023008,30550278870428646521109712331507132102219581447058992128*theta_K + 2757437207371118031544372421860379807658151295215003355008,x^2 - x - 3857,2,2,0,15429,x^2 + 19886*x + 117649,2,False
3223,-2637421748135162938006111360682116033008*theta_K - 162483016349003159519297797598987608280688,-9945604123408969135760749855407749194232751826799698451125248*theta_K - 612716475294916311830047820530601917829629570680671210524083328,x^2 - x - 3857,2,2,0,15429,x^2 + 19886*x + 117649,2,False
3224,-585182732709634828650861500378256162961925020262928*theta_K - 36051213877030640206509702967193146654123347377843808,-63309493097412857248697795023807169168962311155038766954788565490060944606208*theta_K - 3900292931633263268877978929049893572454645772379926716036831596752950589685888,x^2 - x - 3857,2,2,0,15429,x^2 + 19886*x + 117649,2,False
3225,-22561349850438570080248308677402861487829872*theta_K - 1389931731318295582666533475970599292324746992,479268849160679157037535979904978055647559747706673537807808108544*theta_K + 29526202363635637099453907093547395057585729137483549348733338470784,x^2 - x - 3857,2,2,0,15429,x^2 + 19886*x + 117649,2,False
3226,-673792/3*theta_K - 41510144/3,-3124588544/9*theta_K - 577487356928/27,x^2 - x - 3857,2,2,0,15429,4096,1,True
3227,-17476411937024/3*theta_K - 358888388946688,412745617006090203136/9*theta_K + 76283764115491676761088/27,x^2 - x - 3857,2,2,0,15429,4096,1,False
3228,-24005687290382336*theta_K - 4436738056658181376/3,-36394512364089946416508928/3*theta_K - 20179332852173817702594360320/27,x^2 - x - 3857,2,2,0,15429,4096,1,True
3229,-1867935267475028004833536/3*theta_K - 115077445167209252508068096/3,14422707421939600301458263630194757632/9*theta_K + 2665608950284158814596919008459339693056/27,x^2 - x - 3857,2,2,0,15429,4096,1,False
3230,-142170112/3*theta_K - 8758640384/3,12595216420864/9*theta_K + 2327851535776768/27,x^2 - x - 3857,2,2,0,15429,38477541376,1,True
3231,-3687522918712064/3*theta_K - 75725450067751168,-1663777582151549608841216/9*theta_K - 307499853149546949023945728/27,x^2 - x - 3857,2,2,0,15429,38477541376,1,False
3232,-5065200018270672896*theta_K - 936151729954876270336/3,146706279339646574004947488768/3*theta_K + 81342890727112659159157866449920/27,x^2 - x - 3857,2,2,0,15429,38477541376,1,True
3233,-394134341437230909019876096/3*theta_K - 24281340930281152279202368256/3,-58137933617838528815178260693315068014592/9*theta_K - 10745069678595444181640180523099598302708736/27,x^2 - x - 3857,2,2,0,15429,38477541376,1,False
3234,353075054093132800*theta_K - 22110570436224619520,900098038371031189227073536*theta_K - 56366715366021597696475266048,x^2 - x - 3859,2,2,0,15437,-884736000,1,True
3235,-353075054093132800*theta_K - 21757495382131486720,-900098038371031189227073536*theta_K - 55466617327650566507248192512,x^2 - x - 3859,2,2,0,15437,-884736000,1,True
3236,2010670967567307128085443473850079453037296822868838135329216648724886084313191668800015454681659948490536192658356709574015166955520000000000*theta_K - 124953130697783291232269596303996853291275181280830479064718892991609959703190582894495618240315999573008218172887955106966813200080896000000000,342559267105560927982441203708185132021206156848157403331101310279048986322664766977310352446944095097053385314810618663241971877379462125967748091535285012456454640864612218135227197548272410272202752000000000000*theta_K - 21288342829242723415713910317778951624826216436498051814807114986289145736029760104938337090184915323119374327312792103238266346052872124047167609887378004547431893150652906930677331029295539829415608320000000000000,x^2 - 3862,2,2,0,15448,8000,1,True
3237,14125690534796024601015893500149054419630952805956104110080000000000*theta_K - 877840921792552349264818477651786427190436431931836845776896000000000,-201715253976697212675865305928643928549766695021373192310302340807468409315993330753994752000000000000*theta_K + 12535592794867896677812277883433285889590730732961377359182148534782865145692574072470241280000000000000,x^2 - 3862,2,2,0,15448,8000,1,True
3238,-70976800300227066611290583129854409711912852293452786562343794177776011699122447033666473369114262276946354075314983515719590038545328730026329052306212278093614083275126000000000*theta_K - 4375507031384589318596014699708843416945179699452997355682614842181657051591532968534778176221656723863834201156486533120316483855811476762816275861167376722957555241393269968750000,99775457549603394895437507599219080362818109234020963650712236861816698534666903037405980448283959958146102145553625438917327755070032204322850601424591052279280000460491178305641710628366184066552253895946735790298256033450607984911383368265966811539910997000000000000*theta_K + 6150857945430763612316081858129288817122931689818208652731490930959543387736078758242818608667361495237721704699282034961572639651836003113993651023372115277753664686871654405015163332969332193689403533966108332835881256310362031187638930560157258640673540367343750000000,x^2 - x - 3862,2,2,0,15449,-3375,1,True
3239,-4461561698070572625400111583416156880473114306224481736776458411474000000000*theta_K - 275041908035991103926232196107171378473417099702736625899474172530375968750000,-1572459458438113035342937564497472127001730708439219565240001485669626936780487487127181880763981631033000000000000*theta_K - 96937413180925764080098706267449491509325767480060486678057175965235436005208892423197190409607705065609656250000000,x^2 - x - 3862,2,2,0,15449,-3375,1,True
3240,-58955732671126335429767493552448922706919436430026748107933239534344043080859232179642462578000000000*theta_K - 3634444237437936117847365599178003813416180919976874188223095913153148243527175596965941369981468750000,-61424218187181154537216139124896581651268482736662913047779753947555655527873743145972339114486001788956675548569720465989297196782529655441000000000000*theta_K - 3786618971811448356147013346410828751969895295598119973094743158011006023296587930785531019395886219807466877568510111379783755076348259059465406250000000,x^2 - x - 3862,2,2,0,15449,16581375,1,True
3241,-937897881399177380255442970720628934189387292855503540938915490731898749187249490326389109767724672391733402940333853936883736607807769683702205262007825621725889208970918558161301854524739777622000000000*theta_K - 57818593645023493400775971629898218809162674377343934914451396751691438451385877299698354457206815683248692843724496739092093979853148041309169578733170291976833012126479805661380954102954024988299468750000,3897480117128166515761090992759966637347417853403113060855160229829603517607990391452582716021635899331714597375428387386459093299686558612251203949993327633408033993642379213829081283455654863364169051590720890374237870545098127320429665387484173352630704535317972091024173101867203286383649869000000000000*theta_K + 240267969041165251102583373909344269949493039478395655607425095847242603899617628512267302683362130535486880069332260223032381419686121167759764375276580553889387858725223151245812366624107671805756331649537298445664226426238358159006297905636526439077408465254250556948562802625413215701953957863593750000000,x^2 - x - 3862,2,2,0,15449,16581375,1,True
3242,214641152*theta_K - 13462157824,13515095035904*theta_K - 847658245794816,x^2 - x - 3871,2,2,0,15485,-884736,1,True
3243,79360*theta_K - 4984832,-96194560*theta_K + 6033015808,x^2 - x - 3871,2,2,0,15485,-884736,1,False
3244,-214641152*theta_K - 13247516672,-13515095035904*theta_K - 834143150758912,x^2 - x - 3871,2,2,0,15485,-884736,1,True
3245,-162333949587582976*theta_K - 10019149093986932224,281101815707704002398621696*theta_K + 17349426964113934180352824320,x^2 - x - 3871,2,2,0,15485,-884736,1,False
3246,-541764615371014669831403024295185394696192*theta_K + 26318020653760657950747110768252205926449152,-261101177840373060926113284379493931664770264287794485081931776*theta_K - 79644312412515266417939907268451076730759080563561109862295273472,x^2 - x + 3876,2,0,1,-15503,4096,1,False
3247,175812669403515541181132348022148856808734572544353143268037190681888817152*theta_K + 8364873328307495379790391234180976969742178356831681826016588600365033717760,1526399195690929979712056139870241713562601849199187535842303566304837115080338381044715283934286998168880021504*theta_K - 467127571175630996191462298012909142878471048699307243374451317705359528562727636635261529085162382504866130952192,x^2 - x + 3876,2,0,1,-15503,4096,1,False
3248,10160022059124868836326423105668221926982561855297513250102243533910686075555479119143531205198576952393982147285633793523712*theta_K + 483396889574159508894331164365947380136702718756188062453413232491807127424496864332690927570915951010590576876840454518210560,-881909392770268830828558907351694396145464323001256791395397884345671617534101189974459690397538137464225744365529572091464925302545702333643019304149209709828339129532648035708561260544*theta_K + 269892826073767826064155289547706550791025363101222703657252878299151018688096343692791907932946946336166228556937116604795029741178699605470850137413979760027439555489438463538669249626112,x^2 - x + 3876,2,0,1,-15503,38477541376,1,False
3249,-31307985150885517017738024586328274422375680116749787623676050401626575699788568907535613952*theta_K + 1520889656598123618954990422698065875585999229061676723394821268704971056704968406949232115712,150856723359693559971545305765460112660555312976002203406038912307416904335627394738692099819191639240168741956048239366756487433379905536*theta_K + 46016184623009422966509024711954799009257360515448763524903809030773516353426369636739973717394915824712740752433760513898350671973624840192,x^2 - x + 3876,2,0,1,-15503,38477541376,1,False
3250,-17231885087761741989459716672655838978125000000*theta_K - 1073091345292937903534676326058747246843468750000,11947860491230095007900706865503324846832676643401192333058812500000000*theta_K + 744036164506003531263619728683731503318441844607124749714650781250000000,x^2 - 3878,2,2,0,15512,-3375,1,True
3251,-27795205317590176671867375000000*theta_K - 1730907217349635726025511468750000,-774008602999505111988268045104441965062500000000*theta_K - 48200294328270217552204404812231524024218750000000,x^2 - 3878,2,2,0,15512,-3375,1,True
3252,-111180821270360706687469500000000*theta_K - 6923628869398542904102045875000000,6192068823996040895906144360835535720500000000000*theta_K + 385602354626161740417635238497852192193750000000000,x^2 - 3878,2,2,0,15512,-3375,1,False
3253,-68927540351046967957838866690623355912500000000*theta_K - 4292365381171751614138705304234988987373875000000,-95582883929840760063205654924026598774661413147209538664470500000000000*theta_K - 5952289316048028250108957829469852026547534756856997997717206250000000000,x^2 - 3878,2,2,0,15512,-3375,1,False
3254,-10534874899704830900500*theta_K - 656044479233784054443835,4644473678588537564736707325579732*theta_K + 289228049197813032616038315247944450,x^2 - 3878,2,2,0,15512,16581375,1,True
3255,-67971440*theta_K - 4232825580,2407033517856*theta_K + 149894618185200,x^2 - 3878,2,2,0,15512,16581375,1,False
3256,-16992860*theta_K - 1058206395,-300879189732*theta_K - 18736827273150,x^2 - 3878,2,2,0,15512,16581375,1,True
3257,-42139499598819323602000*theta_K - 2624177916935136217775340,-37155789428708300517893658604637856*theta_K - 2313824393582504260928306521983555600,x^2 - 3878,2,2,0,15512,16581375,1,False
3258,-10095111102464/3*theta_K - 629063950889216/3,-716125407740014493696/27*theta_K - 44624439865266031222784/27,x^2 - 3883,2,2,0,15532,x^2 - 66739534*x + 1059741711850177,2,False
3259,-99516416/3*theta_K - 6201241856/3,-22165110390784/27*theta_K - 1381190535553024/27,x^2 - 3883,2,2,0,15532,x^2 - 66739534*x + 1059741711850177,2,False
3260,-1005084591095552/3*theta_K - 62630562203334080/3,711428968094749348140032/27*theta_K + 44331787228917913738790912/27,x^2 - 3883,2,2,0,15532,x^2 - 66739534*x + 1059741711850177,2,False
3261,-59648/3*theta_K - 4068800/3,351966208/27*theta_K + 21514811392/27,x^2 - 3883,2,2,0,15532,x^2 - 66739534*x + 1059741711850177,2,False
3262,-99516416/3*theta_K - 6201241856/3,22165110390784/27*theta_K + 1381190535553024/27,x^2 - 3883,2,2,0,15532,x^2 - 66739534*x + 1059741711850177,2,False
3263,-10095111102464/3*theta_K - 629063950889216/3,716125407740014493696/27*theta_K + 44624439865266031222784/27,x^2 - 3883,2,2,0,15532,x^2 - 66739534*x + 1059741711850177,2,False
3264,-59648/3*theta_K - 4068800/3,-351966208/27*theta_K - 21514811392/27,x^2 - 3883,2,2,0,15532,x^2 - 66739534*x + 1059741711850177,2,False
3265,-1005084591095552/3*theta_K - 62630562203334080/3,-711428968094749348140032/27*theta_K - 44331787228917913738790912/27,x^2 - 3883,2,2,0,15532,x^2 - 66739534*x + 1059741711850177,2,False
3266,4583017216/3*theta_K - 285584862656/3,6927301247691776/27*theta_K - 431665926966286336/27,x^2 - 3883,2,2,0,15532,x^2 - 677779536092884*x + 4849748309788425217,2,False
3267,-103264256/3*theta_K - 6434836736/3,20405309734912/27*theta_K + 1271530779516928/27,x^2 - 3883,2,2,0,15532,x^2 - 677779536092884*x + 4849748309788425217,2,False
